,MturkId,Userid,EmailId,TrainingPeriod,Trial,Condition,Decision,EmailType,Action,Confidence,ReactionTime,Correct
5744,A17PAE30BGBO1T,212000978,1351,Training,2,Human-GPT,false,ham,4,4,12175,1
5745,ASF5V3K4IFP4K,33640705,378,Training,7,GPT-Plain,true,phishing,3,4,2504,1
5746,A1JEW9EPBUVJU3,321867955,786,Training,9,GPT-Plain,true,ham,3,1,2739,0
5747,A37XJVQF62ZYC,427883301,1224,preTraining,1,Human-Plain,false,ham,3,4,39666,1
5748,ALKQPW0O9C98N,300552670,1382,preTraining,9,GPT-Plain,false,ham,3,4,21100,1
5749,A2YC6PEMIRSOAA,534329621,320,Training,1,Human-Plain,true,phishing,4,4,3932,1
5750,A1CPJ9Q4UQ0FZ3,334034460,609,preTraining,3,GPT-Plain,true,phishing,4,5,33810,1
5751,A1JEW9EPBUVJU3,321867955,886,Training,10,GPT-Plain,true,ham,4,5,5037,0
5752,ASF5V3K4IFP4K,33640705,1358,Training,8,GPT-Plain,true,ham,3,5,2776,0
5753,A3GWRDHAURRNK6,685187857,1039,preTraining,1,Human-GPT,false,ham,3,4,21922,1
5754,A17PAE30BGBO1T,212000978,675,Training,3,Human-GPT,true,phishing,4,5,6690,1
5755,A2OVDMIGAS5HHI,894317438,632,Training,22,GPT-GPT,true,phishing,1,1,1073,1
5756,A2YC6PEMIRSOAA,534329621,1084,Training,2,Human-Plain,true,ham,4,4,4397,0
5757,A2OVDMIGAS5HHI,894317438,313,Training,23,GPT-GPT,true,phishing,2,2,1070,1
5758,AKJN72HW14WTR,431469382,992,preTraining,9,Human-Plain,false,ham,4,0,25698,1
5759,ASF5V3K4IFP4K,33640705,730,Training,9,GPT-Plain,true,phishing,3,4,2942,1
5760,A2OVDMIGAS5HHI,894317438,1169,Training,24,GPT-GPT,true,ham,1,2,1157,0
5761,ALKQPW0O9C98N,300552670,1210,preTraining,10,GPT-Plain,false,ham,3,2,22193,1
5762,A17PAE30BGBO1T,212000978,506,Training,4,Human-GPT,true,phishing,4,4,4463,1
5763,A2YC6PEMIRSOAA,534329621,268,Training,3,Human-Plain,false,phishing,4,-1,2288,0
5764,A2OVDMIGAS5HHI,894317438,1117,Training,25,GPT-GPT,true,ham,3,0,954,0
5765,A25P65MDPQTAWR,691072316,570,preTraining,3,Human-GPT,false,phishing,3,0,45055,0
5766,A2OVDMIGAS5HHI,894317438,1333,Training,26,GPT-GPT,true,ham,3,2,1365,0
5767,ASF5V3K4IFP4K,33640705,1126,Training,10,GPT-Plain,true,ham,2,4,2428,0
5768,A17PAE30BGBO1T,212000978,371,Training,5,Human-GPT,true,phishing,4,5,2911,1
5769,A3GWRDHAURRNK6,685187857,999,preTraining,2,Human-GPT,true,ham,4,4,45976,0
5770,A1JEW9EPBUVJU3,321867955,302,Training,11,GPT-Plain,true,phishing,3,4,30262,1
5771,A2OVDMIGAS5HHI,894317438,89,Training,27,GPT-GPT,true,phishing,3,0,1135,1
5772,A25P65MDPQTAWR,691072316,1111,preTraining,4,Human-GPT,false,ham,4,0,43953,1
5773,ALKQPW0O9C98N,300552670,1334,Training,1,GPT-Plain,false,ham,3,1,3922,1
5774,A2YC6PEMIRSOAA,534329621,716,Training,4,Human-Plain,true,phishing,4,4,5259,1
5775,A37XJVQF62ZYC,427883301,184,preTraining,2,Human-Plain,true,phishing,4,4,153498,1
5776,AKJN72HW14WTR,431469382,1052,preTraining,10,Human-Plain,false,ham,4,0,60921,1
5777,A1JEW9EPBUVJU3,321867955,1198,Training,12,GPT-Plain,true,ham,3,0,1642,0
5778,A17PAE30BGBO1T,212000978,703,Training,6,Human-GPT,true,phishing,4,5,2159,1
5779,A2OVDMIGAS5HHI,894317438,757,Training,28,GPT-GPT,true,ham,2,3,3596,0
5780,A2YC6PEMIRSOAA,534329621,1172,Training,5,Human-Plain,true,ham,4,4,2159,0
5781,A3GWRDHAURRNK6,685187857,415,preTraining,3,Human-GPT,true,phishing,4,4,32687,1
5782,ASF5V3K4IFP4K,33640705,1330,Training,11,GPT-Plain,false,ham,3,1,2477,1
5783,A1JEW9EPBUVJU3,321867955,34,Training,13,GPT-Plain,true,phishing,3,0,2308,1
5784,A2OVDMIGAS5HHI,894317438,81,Training,29,GPT-GPT,true,phishing,3,5,782,1
5785,A25P65MDPQTAWR,691072316,1259,preTraining,5,Human-GPT,false,ham,4,1,12203,1
5786,A1JEW9EPBUVJU3,321867955,1334,Training,14,GPT-Plain,false,ham,4,5,3173,1
5787,A2YC6PEMIRSOAA,534329621,1260,Training,6,Human-Plain,true,ham,4,4,3131,0
5788,ALKQPW0O9C98N,300552670,525,Training,2,GPT-Plain,true,phishing,4,4,15425,1
5789,A17PAE30BGBO1T,212000978,979,Training,7,Human-GPT,false,ham,4,4,1755,1
5790,A3GWRDHAURRNK6,685187857,359,preTraining,4,Human-GPT,true,phishing,4,4,14738,1
5791,A1JEW9EPBUVJU3,321867955,1126,Training,15,GPT-Plain,true,ham,3,3,2590,0
5792,A2OVDMIGAS5HHI,894317438,1065,Training,30,GPT-GPT,true,ham,2,2,1274,0
5793,A25P65MDPQTAWR,691072316,919,preTraining,6,Human-GPT,false,ham,4,0,23263,1
5794,ASF5V3K4IFP4K,33640705,790,Training,12,GPT-Plain,false,ham,3,1,2278,1
5795,A1CPJ9Q4UQ0FZ3,334034460,1006,preTraining,4,GPT-Plain,false,ham,4,2,49453,1
5796,A2YC6PEMIRSOAA,534329621,635,Training,7,Human-Plain,false,phishing,4,4,1974,0
5797,A1JEW9EPBUVJU3,321867955,609,Training,16,GPT-Plain,true,phishing,3,1,2549,1
5798,A17PAE30BGBO1T,212000978,447,Training,8,Human-GPT,true,phishing,4,5,2387,1
5799,A3GWRDHAURRNK6,685187857,323,preTraining,5,Human-GPT,true,phishing,4,4,19983,1
5800,A1JEW9EPBUVJU3,321867955,1214,Training,17,GPT-Plain,true,ham,3,1,2862,0
5801,A2OVDMIGAS5HHI,894317438,645,Training,31,GPT-GPT,true,phishing,3,2,13460,1
5802,ASF5V3K4IFP4K,33640705,557,Training,13,GPT-Plain,true,phishing,3,4,2145,1
5803,A17PAE30BGBO1T,212000978,367,Training,9,Human-GPT,true,phishing,4,5,2093,1
5804,A2YC6PEMIRSOAA,534329621,788,Training,8,Human-Plain,true,ham,4,4,4820,0
5805,A25P65MDPQTAWR,691072316,923,preTraining,7,Human-GPT,false,ham,4,-1,12333,1
5806,A37XJVQF62ZYC,427883301,812,preTraining,3,Human-Plain,false,ham,3,4,48200,1
5807,ALKQPW0O9C98N,300552670,1386,Training,3,GPT-Plain,false,ham,2,4,3123,1
5808,AKJN72HW14WTR,431469382,1088,Training,1,Human-Plain,false,ham,3,3,5502,1
5809,A2OVDMIGAS5HHI,894317438,989,Training,32,GPT-GPT,true,ham,2,0,4402,0
5810,A1JEW9EPBUVJU3,321867955,254,Training,18,GPT-Plain,true,phishing,3,1,2274,1
5811,A2YC6PEMIRSOAA,534329621,555,Training,9,Human-Plain,true,phishing,4,4,2314,1
5812,A2OVDMIGAS5HHI,894317438,245,Training,33,GPT-GPT,true,phishing,3,2,984,1
5813,A17PAE30BGBO1T,212000978,582,Training,10,Human-GPT,true,phishing,4,5,2949,1
5814,A1CPJ9Q4UQ0FZ3,334034460,1438,preTraining,5,GPT-Plain,false,ham,4,4,77528,1
5815,ALKQPW0O9C98N,300552670,42,Training,4,GPT-Plain,true,phishing,4,4,3392,1
5816,ASF5V3K4IFP4K,33640705,1122,Training,14,GPT-Plain,false,ham,2,1,2463,1
5817,A2YC6PEMIRSOAA,534329621,688,Training,10,Human-Plain,true,phishing,4,4,2914,1
5818,A2OVDMIGAS5HHI,894317438,592,Training,34,GPT-GPT,true,phishing,3,2,1150,1
5819,A1JEW9EPBUVJU3,321867955,870,Training,19,GPT-Plain,true,ham,3,3,2795,0
5820,A2OVDMIGAS5HHI,894317438,1393,Training,35,GPT-GPT,true,ham,3,1,1179,0
5821,A2YC6PEMIRSOAA,534329621,648,Training,11,Human-Plain,true,phishing,4,4,3527,1
5822,A3GWRDHAURRNK6,685187857,983,preTraining,6,Human-GPT,false,ham,3,0,20210,1
5823,A1JEW9EPBUVJU3,321867955,174,Training,20,GPT-Plain,false,phishing,3,4,2639,0
5824,ASF5V3K4IFP4K,33640705,545,Training,15,GPT-Plain,true,phishing,3,4,3946,1
5825,A17PAE30BGBO1T,212000978,1323,Training,11,Human-GPT,false,ham,4,1,1885,1
5826,A2OVDMIGAS5HHI,894317438,1257,Training,36,GPT-GPT,true,ham,1,2,1420,0
5827,AKJN72HW14WTR,431469382,416,Training,2,Human-Plain,true,phishing,4,4,7562,1
5828,ALKQPW0O9C98N,300552670,1030,Training,5,GPT-Plain,false,ham,3,1,3879,1
5829,A2YC6PEMIRSOAA,534329621,24,Training,12,Human-Plain,true,phishing,4,4,3014,1
5830,A1JEW9EPBUVJU3,321867955,642,Training,21,GPT-Plain,true,phishing,4,0,1990,1
5831,A25P65MDPQTAWR,691072316,1355,preTraining,8,Human-GPT,true,ham,3,0,36015,0
5832,ASF5V3K4IFP4K,33640705,62,Training,16,GPT-Plain,true,phishing,3,4,2112,1
5833,A3GWRDHAURRNK6,685187857,643,preTraining,7,Human-GPT,true,phishing,4,4,30305,1
5834,A1JEW9EPBUVJU3,321867955,1174,Training,22,GPT-Plain,true,ham,4,0,1560,0
5835,A2OVDMIGAS5HHI,894317438,825,Training,37,GPT-GPT,true,ham,2,0,3105,0
5836,A2YC6PEMIRSOAA,534329621,784,Training,13,Human-Plain,true,ham,4,4,2508,0
5837,A1CPJ9Q4UQ0FZ3,334034460,366,preTraining,6,GPT-Plain,true,phishing,4,5,31723,1
5838,A2OVDMIGAS5HHI,894317438,185,Training,38,GPT-GPT,true,phishing,0,2,1494,1
5839,A1JEW9EPBUVJU3,321867955,682,Training,23,GPT-Plain,true,phishing,4,0,1983,1
5840,A17PAE30BGBO1T,212000978,1219,Training,12,Human-GPT,false,ham,4,4,1736,1
5841,ALKQPW0O9C98N,300552670,1318,Training,6,GPT-Plain,false,ham,3,3,2703,1
5842,A2OVDMIGAS5HHI,894317438,1449,Training,39,GPT-GPT,true,ham,3,1,1257,0
5843,A1JEW9EPBUVJU3,321867955,742,Training,24,GPT-Plain,true,phishing,3,3,1939,1
5844,ASF5V3K4IFP4K,33640705,1306,Training,17,GPT-Plain,true,ham,3,4,2025,0
5845,A25P65MDPQTAWR,691072316,1027,preTraining,9,Human-GPT,true,ham,3,4,21168,0
5846,A1JEW9EPBUVJU3,321867955,1310,Training,25,GPT-Plain,true,ham,3,4,1660,0
5847,A17PAE30BGBO1T,212000978,51,Training,13,Human-GPT,true,phishing,4,5,1653,1
5848,A3GWRDHAURRNK6,685187857,618,preTraining,8,Human-GPT,true,phishing,4,4,15397,1
5849,A2YC6PEMIRSOAA,534329621,1196,Training,14,Human-Plain,true,ham,4,4,2459,0
5850,A1JEW9EPBUVJU3,321867955,166,Training,26,GPT-Plain,true,phishing,4,1,1723,1
5851,ASF5V3K4IFP4K,33640705,694,Training,18,GPT-Plain,true,phishing,3,4,2346,1
5852,AKJN72HW14WTR,431469382,1428,Training,3,Human-Plain,false,ham,3,3,4202,1
5853,A2YC6PEMIRSOAA,534329621,1088,Training,15,Human-Plain,true,ham,4,4,2302,0
5854,ALKQPW0O9C98N,300552670,1326,Training,7,GPT-Plain,false,ham,3,4,2810,1
5855,A2OVDMIGAS5HHI,894317438,1,Training,40,GPT-GPT,true,phishing,3,5,1001,1
5856,A1JEW9EPBUVJU3,321867955,1298,Training,27,GPT-Plain,true,ham,4,3,2437,0
5857,A37XJVQF62ZYC,427883301,944,preTraining,4,Human-Plain,false,ham,3,4,54132,1
5858,A17PAE30BGBO1T,212000978,783,Training,14,Human-GPT,false,ham,4,4,7054,1
5859,A3GWRDHAURRNK6,685187857,1271,preTraining,9,Human-GPT,false,ham,4,0,24679,1
5860,ASF5V3K4IFP4K,33640705,1334,Training,19,GPT-Plain,false,ham,3,1,2097,1
5861,A1JEW9EPBUVJU3,321867955,74,Training,28,GPT-Plain,true,phishing,4,1,2163,1
5862,A25P65MDPQTAWR,691072316,95,preTraining,10,Human-GPT,false,phishing,3,0,23027,0
5863,A2YC6PEMIRSOAA,534329621,1204,Training,16,Human-Plain,false,ham,4,4,5140,1
5864,A1I7H6RDJS4EKN,525964194,0,preTraining,1,Human-Plain,true,phishing,4,4,159662,1
5865,A1CPJ9Q4UQ0FZ3,334034460,970,preTraining,7,GPT-Plain,false,ham,4,1,33994,1
5866,A17PAE30BGBO1T,212000978,679,Training,15,Human-GPT,true,phishing,4,5,2248,1
5867,A1JEW9EPBUVJU3,321867955,62,Training,29,GPT-Plain,true,phishing,4,0,1724,1
5868,ASF5V3K4IFP4K,33640705,1066,Training,20,GPT-Plain,true,ham,3,4,1829,0
5869,ALKQPW0O9C98N,300552670,266,Training,8,GPT-Plain,true,phishing,2,2,2982,1
5870,A2OVDMIGAS5HHI,894317438,1425,postTraining,1,GPT-GPT,true,ham,2,1,6487,0
5871,A2YC6PEMIRSOAA,534329621,936,Training,17,Human-Plain,false,ham,4,4,4355,1
5872,A2OVDMIGAS5HHI,894317438,1389,postTraining,2,GPT-GPT,true,ham,2,1,8922,0
5873,A1JEW9EPBUVJU3,321867955,1338,Training,30,GPT-Plain,false,ham,4,1,2795,1
5874,ALKQPW0O9C98N,300552670,469,Training,9,GPT-Plain,true,phishing,3,4,3159,1
5875,A2OVDMIGAS5HHI,894317438,785,postTraining,3,GPT-GPT,true,ham,3,0,5184,0
5876,A2YC6PEMIRSOAA,534329621,1160,Training,18,Human-Plain,true,ham,4,4,2592,0
5877,A17PAE30BGBO1T,212000978,767,Training,16,Human-GPT,false,ham,4,4,3811,1
5878,ASF5V3K4IFP4K,33640705,894,Training,21,GPT-Plain,false,ham,3,1,5258,1
5879,A2OVDMIGAS5HHI,894317438,1401,postTraining,4,GPT-GPT,true,ham,3,1,5130,0
5880,A1JEW9EPBUVJU3,321867955,882,Training,31,GPT-Plain,true,ham,4,0,3243,0
5881,A1CPJ9Q4UQ0FZ3,334034460,914,preTraining,8,GPT-Plain,false,ham,3,1,47421,1
5882,A2OVDMIGAS5HHI,894317438,1405,postTraining,5,GPT-GPT,true,ham,2,0,4022,0
5883,A2OVDMIGAS5HHI,894317438,989,postTraining,6,GPT-GPT,true,ham,3,0,4507,0
5884,A1JEW9EPBUVJU3,321867955,110,Training,32,GPT-Plain,true,phishing,4,1,2268,1
5885,ALKQPW0O9C98N,300552670,734,Training,10,GPT-Plain,true,phishing,3,2,2457,1
5886,ASF5V3K4IFP4K,33640705,262,Training,22,GPT-Plain,true,phishing,3,4,1906,1
5887,A2YC6PEMIRSOAA,534329621,12,Training,19,Human-Plain,false,phishing,4,4,2229,0
5888,A2OVDMIGAS5HHI,894317438,225,postTraining,7,GPT-GPT,true,phishing,1,3,5769,1
5889,A3GWRDHAURRNK6,685187857,811,preTraining,10,Human-GPT,false,ham,4,0,18636,1
5890,A1JEW9EPBUVJU3,321867955,1062,Training,33,GPT-Plain,true,ham,4,1,2115,0
5891,A2OVDMIGAS5HHI,894317438,1233,postTraining,8,GPT-GPT,true,ham,2,0,8721,0
5892,A2OVDMIGAS5HHI,894317438,572,postTraining,9,GPT-GPT,true,phishing,3,2,3827,1
5893,A2YC6PEMIRSOAA,534329621,1072,Training,20,Human-Plain,true,ham,4,4,2881,0
5894,AKJN72HW14WTR,431469382,732,Training,4,Human-Plain,true,phishing,4,4,3176,1
5895,A1JEW9EPBUVJU3,321867955,410,Training,34,GPT-Plain,true,phishing,3,3,1955,1
5896,ASF5V3K4IFP4K,33640705,774,Training,23,GPT-Plain,false,ham,3,0,2251,1
5897,A2OVDMIGAS5HHI,894317438,1269,postTraining,10,GPT-GPT,true,ham,2,2,3570,0
5898,A1JEW9EPBUVJU3,321867955,914,Training,35,GPT-Plain,true,ham,2,0,1746,0
5899,A2YC6PEMIRSOAA,534329621,180,Training,21,Human-Plain,false,phishing,4,4,3012,0
5900,A3GWRDHAURRNK6,685187857,1211,Training,1,Human-GPT,false,ham,4,4,3124,1
5901,ASF5V3K4IFP4K,33640705,358,Training,24,GPT-Plain,true,phishing,4,5,1885,1
5902,A1JEW9EPBUVJU3,321867955,1242,Training,36,GPT-Plain,true,ham,3,1,1713,0
5903,A2YC6PEMIRSOAA,534329621,1040,Training,22,Human-Plain,true,ham,4,4,2805,0
5904,A17PAE30BGBO1T,212000978,1003,Training,17,Human-GPT,false,ham,4,4,1776,1
5905,A1CPJ9Q4UQ0FZ3,334034460,1294,preTraining,9,GPT-Plain,false,ham,4,4,27016,1
5906,ASF5V3K4IFP4K,33640705,134,Training,25,GPT-Plain,true,phishing,3,5,2640,1
5907,A1JEW9EPBUVJU3,321867955,1150,Training,37,GPT-Plain,true,ham,3,1,2182,0
5908,ALKQPW0O9C98N,300552670,158,Training,11,GPT-Plain,true,phishing,2,4,3169,1
5909,A17PAE30BGBO1T,212000978,618,Training,18,Human-GPT,true,phishing,4,5,2776,1
5910,A3GWRDHAURRNK6,685187857,783,Training,2,Human-GPT,false,ham,4,0,6888,1
5911,A1JEW9EPBUVJU3,321867955,457,Training,38,GPT-Plain,true,phishing,2,0,1752,1
5912,A2YC6PEMIRSOAA,534329621,960,Training,23,Human-Plain,false,ham,4,4,2290,1
5913,A1I7H6RDJS4EKN,525964194,1036,preTraining,2,Human-Plain,false,ham,3,3,43964,1
5914,ASF5V3K4IFP4K,33640705,1170,Training,26,GPT-Plain,true,ham,3,4,1881,0
5915,A1JEW9EPBUVJU3,321867955,370,Training,39,GPT-Plain,true,phishing,3,1,3763,1
5916,A2YC6PEMIRSOAA,534329621,812,Training,24,Human-Plain,false,ham,4,4,2270,1
5917,A17PAE30BGBO1T,212000978,907,Training,19,Human-GPT,false,ham,4,1,1929,1
5918,A25P65MDPQTAWR,691072316,827,Training,1,Human-GPT,true,ham,3,4,9913,0
5919,A1SN7EOZUW5VP3,854172598,1330,preTraining,1,GPT-Plain,false,ham,3,3,93777,1
5920,ALKQPW0O9C98N,300552670,918,Training,12,GPT-Plain,true,ham,2,2,3072,0
5921,A2YC6PEMIRSOAA,534329621,56,Training,25,Human-Plain,true,phishing,4,-1,2588,1
5922,ASF5V3K4IFP4K,33640705,1374,Training,27,GPT-Plain,false,ham,2,1,2979,1
5923,A1JEW9EPBUVJU3,321867955,1234,Training,40,GPT-Plain,true,ham,3,0,1493,0
5924,A1JEW9EPBUVJU3,321867955,1370,postTraining,1,GPT-Plain,true,ham,4,0,1611,0
5925,A25P65MDPQTAWR,691072316,771,Training,2,Human-GPT,false,ham,4,0,12576,1
5926,A17PAE30BGBO1T,212000978,411,Training,20,Human-GPT,false,phishing,4,4,2191,0
5927,A1JEW9EPBUVJU3,321867955,970,postTraining,2,GPT-Plain,true,ham,3,1,4632,0
5928,A2YC6PEMIRSOAA,534329621,176,Training,26,Human-Plain,true,phishing,4,4,3208,1
5929,A37XJVQF62ZYC,427883301,340,preTraining,5,Human-Plain,true,phishing,4,4,83895,1
5930,A1I7H6RDJS4EKN,525964194,1448,preTraining,3,Human-Plain,false,ham,3,3,97810,1
5931,A1CPJ9Q4UQ0FZ3,334034460,1274,preTraining,10,GPT-Plain,false,ham,4,4,50366,1
5932,A1JEW9EPBUVJU3,321867955,886,postTraining,3,GPT-Plain,true,ham,2,2,6008,0
5933,A1SN7EOZUW5VP3,854172598,778,preTraining,2,GPT-Plain,false,ham,3,3,75511,1
5934,ASF5V3K4IFP4K,33640705,686,Training,28,GPT-Plain,true,phishing,2,4,2988,1
5935,A1JEW9EPBUVJU3,321867955,1298,postTraining,4,GPT-Plain,true,ham,1,3,4456,0
5936,ALKQPW0O9C98N,300552670,442,Training,13,GPT-Plain,true,phishing,2,2,5400,1
5937,A3GWRDHAURRNK6,685187857,383,Training,3,Human-GPT,true,phishing,3,4,3341,1
5938,A1JEW9EPBUVJU3,321867955,698,postTraining,5,GPT-Plain,true,phishing,0,4,5140,1
5939,A3F2U9PTJ8RAU5,161974314,57,preTraining,1,GPT-GPT,true,phishing,3,5,72861,1
5940,A17PAE30BGBO1T,212000978,1163,Training,21,Human-GPT,false,ham,4,1,7617,1
5941,ASF5V3K4IFP4K,33640705,1050,Training,29,GPT-Plain,false,ham,3,1,2528,1
5942,A2YC6PEMIRSOAA,534329621,728,Training,27,Human-Plain,false,phishing,4,4,2636,0
5943,A1JEW9EPBUVJU3,321867955,858,postTraining,6,GPT-Plain,true,ham,3,1,5645,0
5944,A25P65MDPQTAWR,691072316,719,Training,3,Human-GPT,false,phishing,4,0,5608,0
5945,A1CPJ9Q4UQ0FZ3,334034460,1266,Training,1,GPT-Plain,false,ham,4,1,3662,1
5946,A1I7H6RDJS4EKN,525964194,1168,preTraining,4,Human-Plain,false,ham,3,3,40326,1
5947,A3GWRDHAURRNK6,685187857,1119,Training,4,Human-GPT,false,ham,4,0,3753,1
5948,A1JEW9EPBUVJU3,321867955,1142,postTraining,7,GPT-Plain,false,ham,4,5,7171,1
5949,A2YC6PEMIRSOAA,534329621,527,Training,28,Human-Plain,true,phishing,4,4,3521,1
5950,ASF5V3K4IFP4K,33640705,638,Training,30,GPT-Plain,true,phishing,3,5,2655,1
5951,A17PAE30BGBO1T,212000978,91,Training,22,Human-GPT,true,phishing,4,5,2262,1
5952,A1JEW9EPBUVJU3,321867955,1130,postTraining,8,GPT-Plain,true,ham,2,3,8927,0
5953,A2YC6PEMIRSOAA,534329621,164,Training,29,Human-Plain,true,phishing,4,4,2873,1
5954,ASF5V3K4IFP4K,33640705,549,Training,31,GPT-Plain,true,phishing,3,5,1966,1
5955,A25P65MDPQTAWR,691072316,899,Training,4,Human-GPT,false,ham,4,3,5629,1
5956,A17PAE30BGBO1T,212000978,147,Training,23,Human-GPT,true,phishing,4,4,2123,1
5957,ALKQPW0O9C98N,300552670,553,Training,14,GPT-Plain,false,phishing,1,2,2566,0
5958,A37XJVQF62ZYC,427883301,1208,preTraining,6,Human-Plain,false,ham,2,4,146151,1
5959,A1CPJ9Q4UQ0FZ3,334034460,902,Training,2,GPT-Plain,false,ham,3,1,4890,1
5960,A2YC6PEMIRSOAA,534329621,459,Training,30,Human-Plain,true,phishing,4,4,1991,1
5961,A1JEW9EPBUVJU3,321867955,517,postTraining,9,GPT-Plain,true,phishing,3,1,4455,1
5962,A1SN7EOZUW5VP3,854172598,1110,preTraining,3,GPT-Plain,true,ham,2,3,30853,0
5963,A3GWRDHAURRNK6,685187857,871,Training,5,Human-GPT,false,ham,4,0,2597,1
5964,A17PAE30BGBO1T,212000978,331,Training,24,Human-GPT,true,phishing,4,-1,1221,1
5965,ASF5V3K4IFP4K,33640705,414,Training,32,GPT-Plain,true,phishing,4,5,2723,1
5966,A3F2U9PTJ8RAU5,161974314,993,preTraining,2,GPT-GPT,false,ham,4,0,103532,1
5967,A2YC6PEMIRSOAA,534329621,1168,Training,31,Human-Plain,true,ham,4,4,2872,0
5968,A1I7H6RDJS4EKN,525964194,4,preTraining,5,Human-Plain,true,phishing,4,5,30932,1
5969,A1JEW9EPBUVJU3,321867955,1098,postTraining,10,GPT-Plain,true,ham,3,1,18335,0
5970,A2H8PEGI28NKZD,364907802,1385,preTraining,1,GPT-GPT,false,ham,2,4,30172,1
5971,A25P65MDPQTAWR,691072316,482,Training,5,Human-GPT,false,phishing,3,0,3259,0
5972,ALKQPW0O9C98N,300552670,246,Training,15,GPT-Plain,true,phishing,2,4,12692,1
5973,A17PAE30BGBO1T,212000978,1095,Training,25,Human-GPT,false,ham,4,1,1058,1
5974,ASF5V3K4IFP4K,33640705,702,Training,33,GPT-Plain,true,phishing,2,5,3199,1
5975,A2YC6PEMIRSOAA,534329621,1456,Training,32,Human-Plain,false,ham,4,4,2067,1
5976,A3GWRDHAURRNK6,685187857,494,Training,6,Human-GPT,true,phishing,4,4,2188,1
5977,A37XJVQF62ZYC,427883301,603,preTraining,7,Human-Plain,true,phishing,4,4,49098,1
5978,A1SN7EOZUW5VP3,854172598,238,preTraining,4,GPT-Plain,true,phishing,2,3,51917,1
5979,A17PAE30BGBO1T,212000978,1239,Training,26,Human-GPT,false,ham,4,4,1640,1
5980,A2YC6PEMIRSOAA,534329621,1236,Training,33,Human-Plain,true,ham,4,4,1845,0
5981,ASF5V3K4IFP4K,33640705,1294,Training,34,GPT-Plain,false,ham,3,0,2601,1
5982,A25P65MDPQTAWR,691072316,35,Training,6,Human-GPT,false,phishing,3,5,4533,0
5983,A2YC6PEMIRSOAA,534329621,108,Training,34,Human-Plain,true,phishing,4,4,1991,1
5984,A2H8PEGI28NKZD,364907802,937,preTraining,2,GPT-GPT,false,ham,2,4,104255,1
5985,A2YC6PEMIRSOAA,534329621,531,Training,35,Human-Plain,true,phishing,4,4,2252,1
5986,ASF5V3K4IFP4K,33640705,1366,Training,35,GPT-Plain,false,ham,3,1,2314,1
5987,ALKQPW0O9C98N,300552670,886,Training,16,GPT-Plain,true,ham,1,3,2793,0
5988,A3GWRDHAURRNK6,685187857,1391,Training,7,Human-GPT,true,ham,4,4,2404,0
5989,A17PAE30BGBO1T,212000978,395,Training,27,Human-GPT,true,phishing,4,4,896,1
5990,A2YC6PEMIRSOAA,534329621,1320,Training,36,Human-Plain,true,ham,4,4,2761,0
5991,A2H8PEGI28NKZD,364907802,1125,preTraining,3,GPT-GPT,true,ham,4,5,36121,0
5992,ASF5V3K4IFP4K,33640705,650,Training,36,GPT-Plain,true,phishing,4,5,1853,1
5993,A1I7H6RDJS4EKN,525964194,1032,preTraining,6,Human-Plain,false,ham,3,3,34603,1
5994,A1CPJ9Q4UQ0FZ3,334034460,1086,Training,3,GPT-Plain,false,ham,4,3,2263,1
5995,A17PAE30BGBO1T,212000978,347,Training,28,Human-GPT,true,phishing,4,5,919,1
5996,A25P65MDPQTAWR,691072316,1375,Training,7,Human-GPT,false,ham,3,0,6322,1
5997,A2YC6PEMIRSOAA,534329621,92,Training,37,Human-Plain,true,phishing,4,4,1924,1
5998,ASF5V3K4IFP4K,33640705,473,Training,37,GPT-Plain,true,phishing,4,5,2280,1
5999,A17PAE30BGBO1T,212000978,1147,Training,29,Human-GPT,false,ham,4,1,1062,1
6000,A1SN7EOZUW5VP3,854172598,54,preTraining,5,GPT-Plain,true,phishing,1,3,35148,1
6001,A2YC6PEMIRSOAA,534329621,144,Training,38,Human-Plain,true,phishing,4,4,2114,1
6002,ASF5V3K4IFP4K,33640705,1186,Training,38,GPT-Plain,true,ham,3,4,2096,0
6003,A2H8PEGI28NKZD,364907802,233,preTraining,4,GPT-GPT,true,phishing,4,5,20585,1
6004,ALKQPW0O9C98N,300552670,182,Training,17,GPT-Plain,true,phishing,2,2,2720,1
6005,A3F2U9PTJ8RAU5,161974314,813,preTraining,3,GPT-GPT,false,ham,3,2,46441,1
6006,A17PAE30BGBO1T,212000978,723,Training,30,Human-GPT,true,phishing,4,5,1239,1
6007,A1CPJ9Q4UQ0FZ3,334034460,633,Training,4,GPT-Plain,true,phishing,4,4,3435,1
6008,A37XJVQF62ZYC,427883301,623,preTraining,8,Human-Plain,true,phishing,4,4,41691,1
6009,A2YC6PEMIRSOAA,534329621,820,Training,39,Human-Plain,true,ham,4,4,2828,0
6010,ASF5V3K4IFP4K,33640705,485,Training,39,GPT-Plain,true,phishing,4,5,2362,1
6011,A25P65MDPQTAWR,691072316,767,Training,8,Human-GPT,true,ham,3,0,4608,0
6012,A17PAE30BGBO1T,212000978,919,Training,31,Human-GPT,false,ham,4,4,857,1
6013,A2H8PEGI28NKZD,364907802,773,preTraining,5,GPT-GPT,true,ham,4,5,26500,0
6014,A2YC6PEMIRSOAA,534329621,1000,Training,40,Human-Plain,true,ham,4,4,3729,0
