UserId,Experiment,ExperimentCondition,EmailId,PhaseTrial,Decision,EmailType,PhaseValue,Confidence,EmailAction,ReactionTime,Correct
293449694,1,GPT-4 Written Plain Styled,890.0,8,false,ham,preTraining,4,2,9087,1
416361962,1,GPT-4 Written GPT-4 Styled,977.0,2,false,ham,Training,4,4,25814,1
293449694,1,GPT-4 Written Plain Styled,1410.0,7,true,ham,preTraining,3,5,36020,0
293449694,1,GPT-4 Written Plain Styled,706.0,6,false,phishing,preTraining,4,2,38563,0
416361962,1,GPT-4 Written GPT-4 Styled,1117.0,1,false,ham,Training,4,4,16504,1
293449694,1,GPT-4 Written Plain Styled,1430.0,5,true,ham,preTraining,4,5,50300,0
416361962,1,GPT-4 Written GPT-4 Styled,616.0,10,true,phishing,preTraining,4,5,22261,1
416361962,1,GPT-4 Written GPT-4 Styled,93.0,9,true,phishing,preTraining,4,5,22204,1
293449694,1,GPT-4 Written Plain Styled,457.0,4,true,phishing,preTraining,3,5,13286,1
416361962,1,GPT-4 Written GPT-4 Styled,1161.0,8,false,ham,preTraining,4,0,19287,1
416361962,1,GPT-4 Written GPT-4 Styled,1457.0,7,false,ham,preTraining,4,4,29852,1
416361962,1,GPT-4 Written GPT-4 Styled,1121.0,6,false,ham,preTraining,4,4,34315,1
293449694,1,GPT-4 Written Plain Styled,465.0,3,true,phishing,preTraining,3,2,16215,1
293449694,1,GPT-4 Written Plain Styled,1122.0,2,true,ham,preTraining,4,1,76032,0
416361962,1,GPT-4 Written GPT-4 Styled,592.0,5,true,phishing,preTraining,4,5,23163,1
293449694,1,GPT-4 Written Plain Styled,473.0,1,true,phishing,preTraining,4,3,13192,1
416361962,1,GPT-4 Written GPT-4 Styled,608.0,4,true,phishing,preTraining,4,5,85528,1
416361962,1,GPT-4 Written GPT-4 Styled,961.0,3,false,ham,preTraining,3,2,43053,1
706203298,1,GPT-4 Written GPT-4 Styled,977.0,10,true,ham,postTraining,1,1,9484,0
706203298,1,GPT-4 Written GPT-4 Styled,701.0,9,true,phishing,postTraining,2,1,8304,1
416361962,1,GPT-4 Written GPT-4 Styled,1169.0,2,false,ham,preTraining,3,4,45829,1
706203298,1,GPT-4 Written GPT-4 Styled,197.0,8,true,phishing,postTraining,2,1,12143,1
706203298,1,GPT-4 Written GPT-4 Styled,580.0,7,true,phishing,postTraining,2,1,16674,1
706203298,1,GPT-4 Written GPT-4 Styled,1037.0,6,true,ham,postTraining,1,1,20344,0
706203298,1,GPT-4 Written GPT-4 Styled,397.0,5,true,phishing,postTraining,2,1,10178,1
416361962,1,GPT-4 Written GPT-4 Styled,1073.0,1,false,ham,preTraining,3,4,46984,1
706203298,1,GPT-4 Written GPT-4 Styled,353.0,4,false,phishing,postTraining,3,1,6268,0
706203298,1,GPT-4 Written GPT-4 Styled,1361.0,3,true,ham,postTraining,3,1,82780,0
